id,sarcasm_label,certainty_1,certainty_2,speaker,gender,transcription
u215,0,,,吴镇宇,male,觉得我们就需要他来讲脱口秀 因为他讲成怎样都没人怪他 
u216,1,3.0,t a,黑灯,male,那工作人员先生对不起这里是老弱病残通道我心想那不就是我的通道歪打正着对吧我说我是个盲人他愣住了我知道他大概死机了他愣了得一两一秒多钟他说盲那你把你那个登机牌给我看一下我心想不是应该看我的残疾症吗没有怀疑我的视力怀疑我的消费能力
u217,0,,,郭麒麟,male,我去年的時候扮演了个人物也是一位盲人所以当时我就特別有这个就是表演当中我就看了很多这方面的资料你其实您刚才呼吁得特別好就是因为大伙儿总不出門总觉得怕給別人添麻烦所以別人才会认为这是个麻烦就得老得让他们把这机器运转起來
u218,1,3.0,t a,良言,male,熟悉线下有些朋友认识啊平时也会私信我一些建议劝我辞职我说这个是领导的意思还是啊人说没有人说我觉得你讲挺好的啊我觉得如果你辞职啊你就会有更多的时间写段子啊说得我也很惭愧我说你以为我什么时间写段子
u219,0,,,良言,male,开玩笑开玩笑我们这个工作呀还是很忙啊尤其在咨询台就有的人他来了半个钟头啊你都不知道他要干嘛就大家身边也会有这种朋友就是他说话呀不着重点
u220,1,3.0,t a v,良言,male,我说大姐你要问什么呀我说你是来咨询你们家孩子厉害不厉害吗后来我一问啊大姐说昂就是他现在回国嗯失业了啊我问问怎么领失业金啊给我都问不会了这么厉害失业了是不是就是面试的时候废话太多HR说来简单介绍一下自己的专业谁我小时候哦哟特别帅啊琴棋书画啊哎呦呵
u221,0,,,良言,male,回家等通知啊还有一些人啊就你很难说他是来咨询还是来炫耀
u222,1,3.0,t a,良言,male,你看冬天挺冷啊大哥冬天来啊穿个雕加个包这个奔驰的车钥匙啊就套在手指头上也不往包里装这个包啊什么也不装就是装
u223,0,,,良言,male,大哥也不看新闻不知道延迟退休了还得解释我说大哥是这样我们这个社会保险啊跟商业保险不一样我们这个社保呢是根据每个人的身份证号来的这一个身份证啊只能办一份
u224,1,3.0,t a v,良言,male,大家都去过我们这种我们这种政务大厅啊我们那个咨询台上会放着很多的宣传折页办事指南大妈呢随手翻看哎小伙子能拿吗这个我说害我说您拿呗说完我就后悔了大妈从兜里扽出一黑色垃圾袋能拿是吧
u225,0,,,良言,male,我们工作中经常可以遇到这样的人我每次遇到这样的人我就在想我们是应该先满足他的业务需求还是应该先满足他的内心需求
u226,1,3.0,t a,小海,female,我跟你们说结婚就要结异地婚真的下次我还结异地婚真的之前还总有人很担心我跟我说你这样时间长了你不担心你会离婚吗我说离婚不就是为了过上我这样的生活吗
u227,0,,,杨天真,female,你第一次演出的时候我你给我的印象是一个比较疯的人就是我感觉你的精神状态还有一些就是表达方式它其实可以更疯一点因为你的形体还有你的语气还有你的整个语言节奏都有点平所以我觉得里面的那种你的本体的那些疯的东西没有我觉得呈现像那个会让你更有魅力一些
u228,1,2.0,t a,陈述,male,早的十八九岁就要开始相亲很多人可能不了解我们那儿农村都是这样就是高中毕业没考上大学就要必须找一个不喜欢的人结婚生子共度余生所以我从小就明白婚姻是爱情的坟墓高考是唯一的出路
u229,0,,,陈述,male,我是我们家最小的孩子我上面还有哥哥姐姐但我们三个都不太喜欢回家因为跟父母的观念相差很大住在一块儿就总是会干预你的生活
u230,1,2.0,t a,陈述,male,你很难相信一个上个世纪通过相亲组成家庭的中年人来指导我一个年轻人怎么在微信上跟别人聊骚要知道微信怎么用还是我教他的翅膀有点硬了吧太没有说服力了他当时都没有恋爱过现在却来教我这种诡异的师徒关系我平生只在大学里见过就是那种一毕业就留校的就业指导老师
u231,0,,,陈述,male,直到后来又劝他们才了解到他们为什么这么逼迫我们孩子结婚是因为在他们大人的世界里如果孩子年龄大了不结婚他们会觉得自己很丢人只有我结了婚他们才觉得自己有面子
u232,1,3.0,t a,翟佳宁,male,杭州这是果然名不虚传特别累特别卷我永远忘不了我在杭州加班的记录啊就是连续加班加两礼拜到下半夜凌晨四点就什么感觉那朋友们你们听过一句话没有就那个科比说的你见过凌晨四点的太阳吗我看两礼拜了凌晨四点根本就没有太阳
u233,0,,,吴镇宇,male,你说那个什么底层人物去吐槽狠那些其实栋笃笑本來的意义就是要要要这样帮我們发泄一些负面情绪他的冒犯是代替我们去想去冒犯那些人
u234,1,3.0,t a v,刘旸,male,后来还是决定去健身房要去健身房去健身房也很焦虑因为健身房有太多肌肉狂魔了各位你们见过肌肉狂魔吗就这些人特别好认他们站他们不能这么站他们只能这么站因为这儿肌肉太多放不下来你要攻击他特别简单你这儿捅一刀就行他够都够不着说哎等着
u235,0,,,小鹿,female,但是我本人也遭遇了一些文化冲击啊在这场婚礼因为我爸妈承担了我们婚礼的所有开支
u236,1,2.0,t v,小鹿,female,但他们最震撼的还是我老乡吃席的速度太快了为了保证婚礼的体面完成啊我都提前算好了一定要到仪式的最后再发筷子但那天我一进场就看到有人已经吃起来了没错老乡自己带了筷子啊大意了光想着晚点发筷子怎么不想着晚点上菜呢我是晚点上菜他们不就自己带菜了吗
u237,0,,,小鹿,female,而我的哥嫂送出的结婚红包啊是他们六个月的工资我老公知道之后跟你们一样大为震撼他说
u238,1,3.0,t a v,小鹿,female,他们吃席真的是太快了我还在台上念誓词呢已经有人掏出塑料袋开始打包了我在那无论贫穷还是富有老乡不管大虾还是猪肘我说一生一世永相守老乡说能带走的都带走是谁说的老家的人生活节奏慢的这不挺快的吗
u239,0,,,小鹿,female,以后过年回我家孩子也是跟我姓跟他也姓不了嘛因为他的中文名都是我取的也是跟我姓的
u240,1,2.0,a v ,小鹿,female,因为我爸妈承担了我们婚礼的所有开支而我公婆送出的结婚礼物呢是一条珍珠项链上面有且仅有一颗珍珠叫项链都有点僭越了当时我收到那个吊坠的时候啊我就告诉自己小鹿沉住气你的福气在后头呢
u241,0,,,小鹿,female,比如他马上就要出差了飞机都快赶不上了行李也没收好24寸的行李箱放进去几件衣服就装不进去了要爆炸了还说他尽力了你看不下去了亲手一件件收纳完之后发现所有的行李只占了行李箱一半的一半他看完之后不以为耻还笑着跟你说牛啊牛啊牛啊
u242,1,3.0,t v,小鹿,female,后头呢我就收到了我老公哥嫂送出的结婚礼物两瓶香水我查了一下发现其中一瓶还是空气清新剂这是送了些氛围感
u243,0,,,周奇墨,male,我觉得小鹿现在就是她创作能力真的特强啊因为本来她这两场是想用她专场里的内容来着但她结了一次婚以后两场内容就出来了
u244,1,3.0,t a v,小鹿,female,他不知道啥叫照顾啊他理解的照顾就是一起苟活他的照顾就是我跟他说我想吃水果他说我也想他的照顾就是我在厕所说没有纸了他在外面说哦对刚才我也发现了
u245,0,,,杨天真,female,我觉得那个整个你说你很难得的语速那么快吐字那么清楚情绪那么饱满然后节奏还那么到位就是这几个要素都做得很好非常喜欢
u246,1,3.0,t a v,小鹿,female,但凡是反过来这个后果就不堪设想了要是我婆婆牵着他的手放到我手里跟我说以后你要好好照顾他哦我的脑子里会迅速飘出无数个具体照顾的画面比如说他大半夜喝多了回来躺在地上哇哇乱吐边吐边说我爱你你不得不大半夜爬起来崩溃纠结到底是先收拾呕吐还是先终结着令人作呕的爱情
u247,0,,,刘仁铖,male,我现在是在上海生活平时出门我主要靠骑电瓶车但我一直有个习惯就是我不太喜欢戴头盔我没有什么复杂的原因非常直观的原因
u248,1,2.0,v,刘仁铖,male,往下挤当我坐到马桶上时候我发现我被死死地卡住了这个时候好死不死飞机一开始了颠簸空姐跑过来提醒我卫生间的旅客卫生间的旅客飞机遭遇了气流颠簸请一定要注意安全握紧扶手我说就没有这个必要了已经够紧了你给我倒杯咖啡来吧我想松弛一点
u249,0,,,刘仁铖,male,其实我胖的原因很简单就是我吃太多东西了所以刚来上海时候压力很大上海吃的特别贵我也是重新认识了自己
u250,1,2.0,t v,Davy,male,这是打车软件跟外卖软件的一个合作业务因为没有人比外卖骑手更懂得怎么及时地把一个东西送到目的地如果实在赶不上了他会跟高铁站打电话那我就先点送达了
u251,0,,,Davy,male,我长得比较矮所以出门的时候会遇见一些尴尬我上周五坐高铁我把我的滑板放到那个行李架里就你们知道高铁的那个行李架它有一个这样向上的弧线我放进去之后就拿不出来了
u252,1,3.0,t a v ,漆漆,female,有一个女观众给我私信她向我虚心请教她说我的目标体重是90斤但是我卡在100斤怎么都下不去怎么办我当时心想怎么才能卡在100斤呢我连140我都卡不住但我还是维持住了那个专家的形象我很堵定地跟她说你就说你90斤就行没有人会发现的就像我就说我140其实我160你能看出来吗她说能看出来
u253,0,,,门腔,male,大家好我叫门腔 大家好我是一个HR人力资源啊失业了现在就只能做全职的短视频博主职场赛道
u254,1,3.0,t a v ,门腔,male,老板怎么能这么E他怎么能这么E我有一个想法想法想法保证让所有人都开心开心全公司小长假去团建去团建还是老板想得周到上了这么久的班干了这么久的活难得休个假谁不想和老板好好待在一块呢
u255,0,,,子铭,male,然后之前呢为了克服口吃我呢做过的最大的挑战就是我呢过去我的过去做过很多的户外演讲因为真的很难留住观众
u256,1,3.0,t,子铭,male,然后之前呢就是就是为了治疗口吃我是去过一个口吃康复班因为老师和我说三十天可以消灭口吃然后去了一天我就不卡壳了因为老师让我让我别说话然后这个方法的名字叫做沉默疗法让我三十天不要说话
u257,0,,,子铭,male,然后现在我在生活中还是好了很多的然后台上还是会卡壳有的时候是很紧张
u258,1,2.0,t v,阎鹤祥,male,那你还不残害动物啊后来我一琢磨得亏说清楚了这要没说清楚我得给人全交代了蒸羊羔蒸熊掌蒸鹿尾儿到最后板鸭筒子鸡美国警察一看呵列着单子上这偷猎吃好东西来了哪单位的你我说我德云社的你跟谁学的呀我说跟我师父学你们这还有师父呢我这一交啊云鹤九霄龙腾四海一听就是黑帮啊
u259,0,,,于祥宇,male,我哪知道诶大哥你真的要从哲学的角度看那你得先抓住这个问题的本质有没有可能就是你没有才华你从来就没有孕育过才华那你就不是怀才不遇你就是不孕不育
u260,1,3.0,t v,于祥宇,male,但是这种饭局我不想去我又不知道怎么拒绝人家发微信问我说祥宇明天一起出来吃个饭呢我一边在脑子里骂他一边手上给他回好的哥明天见
u261,0,,,于祥宇,male,然后我朋友就跟我说于祥宇你不能这样你这样是典型的内耗你得学着减少内耗
u262,1,3.0,t a v,于祥宇,male,我就上网看了一些心理博主看完之后真的开始内耗了我在那个博主的主页刷了半天内耗一点都没减少病越看越多看呀看之前我只是一个普通青年看完以后我现在是一个配得感缺失没有钝感力边界感过强但又习惯性讨好别人活在原生家庭阴影里的回避型依恋之所以说得这么详细是因为我有完美主义这个段子但凡有一个人不笑我就会立马开始怪罪自己因为我还是个高敏感人
u263,0,,,于祥宇,male,而且这帮心理博主吧到最后就经常把你所有的问题都归结为你原生家庭有问题我觉得这个理由也太大了
u264,1,3.0,t a v,于祥宇,male,能用到的地方就是我能看出谁有问题所以我现在在高铁上看到那种小孩在跑来跑去大吵大闹 外放视频父母在旁边玩手机完全不管他那种小孩我都不会讨厌他我只会觉得孩子你这辈子完了你原生家庭有问题跑吧跑向你不幸的一生别看你现在这么活泼长大会抑郁的还有心思看汪汪队立大功呢抓紧看蛤蟆先生去看心理医生吧
u265,0,,,蒋龙,male,跟大家说一下上一场魔王挑战赛于祥宇就打败了王建国拿到了复活金牌对此今天的表现国仔觉得
u266,1,2.0,t v ,唐香玉,female,其实在我们村里啊最大的不孝就像我这样30了没有稳定的工作也不找对象我现在回去都不敢多逗留往村口一站那就是顶流就是舆论的漩涡什么单身狗已经是好听的了据说我现在已经离过两次婚了
u267,0,,,唐香玉,female,我妈就赶紧转移话题让大家都给我介绍对象生辰八字都准备好了这个席突然变成我的订婚宴我又被包围了我实在是没办法我只能说我已经有男朋友了
u268,1,3.0,t a,唐香玉,female,不是黑灯啊我就给他们看了王嘉尔的照片我三姨眼睛一下就亮了说哎呦这么帅啊这小伙子哈这 这 这这不是王嘉尔吗他眼神也不好了行行你眼神最好
u269,0,,,唐香玉,female,对它的底层逻辑是很难改变的我现在也知道这个事实了所以说我尽量围绕着这个话题我创作一点吧就是脱敏了我一讲就是你说什么我不跟你吵我你好笑的我就记下来
u270,1,3.0,t a,卡卡,male,每次我把我的困难和我爸说他就要把他的困难和我说我说爸我想买件新衣服新衣服得买啊新衣服得买我都四五年没买过新衣服了我说爸我要交学费了上学好啊上学好我不吃不喝也要供你上学我先讲这也不至于吧学费就几千块把房子卖了就行
u271,0,,,卡卡,male,我有一年生日我爸大方了一次给我钱他说你生日可以买点自己喜欢的东西我就买了一件五百块特别帅特别好看的新衣服
u272,1,3.0,t a v,卡卡,male,我爸知道之后他就问我他说买的衣服多少钱买的我说五百他说五百呀买的什么衣服呀该不会是啊清华的校服吧
u273,0,,,卡卡,male,这个确实也是之前改的时候就很害怕给观众就造成一种这种我爸很可怜我也很可怜两个人都很可怜的感觉现在确实是没有能力把他处理得很好
u274,1,3.0,t v,王耀繁,male,我很难受了我当时其实我知道我爸挣钱养家很不容易没有他我也不可能来上海上学现在也不会不小心沾染上脱口秀
u275,0,,,王耀繁,male,万一临时出个差不知大家发现没有啊就是每一个小圈子里学医的朋友一般都很受欢迎因为他们有一些关系可以帮忙挂号我就是个例外
u276,1,3.0,t,王耀繁,male,好在我这个专业在家里还能发挥一些作用那一到节假日我的爸妈都盼着我早一点回农村老家回去杀鸡他们觉得我杀起来更专业找准要害一刀毙命也不光是我爸妈这个我们家的鸡们可能也在盼着我早点回去我来杀至少能给个痛快
u277,0,,,王耀繁,male,法医杀鸡真的很容易啊就是但带娃就一言难尽的我家有那个人体器官模型塑料的是给学生上课用的教具但是我女儿把它当成了玩具
u278,1,3.0,t,王耀繁,male,有朋友就喜欢跟我探讨一些死亡的话题他问他说老王啊我抽烟这么厉害我将来会不会得肺癌死掉啊我马上安慰他我说大家年纪轻轻的啊不要想以后的事情你这么胖应该会死于心脏病那朋友听得觉得我有道理啊他说哪我要是活的时间长一点想活的久一点那我是不是应该先减肥再戒烟我就继续安慰他我说那也不急疾病的发展是有个过程的不要对自己的健康状况失去信心你完全也可能死于车祸
u279,0,,,王耀繁,male,现在对法医这个职业她还没有概念只是我家里面那个人体器官模型她从小就接触而且我家有那种解剖的图谱她从小也就当绘本一样看她她她也有其他的玩具和绘本只是说我们家多了一些东西而已
u280,1,3.0,t a v ,大老王,male,怪不了任何人不上班的咖啡也不好喝咖啡就得配糟心事配一场百无聊赖的会议清爽配一场扎扎实实的背锅厚重在一个没有任何意义加班的深夜盯着公司的使命愿景价值观苦
u281,0,,,大老王,male,自由职业的工作不是很多但是反而会很空虚很没安全感所以我在我家里面专门弄了一个工位每天早晨穿戴整齐坐在工位面前打开电脑准备开始一天工作发现哎没工作我自己
u282,1,3.0,t a v,大老王,male,我这不上班我才发现的我其实挺喜欢被pua的很充实这生活中很少的机会能遇到那种一个貌似身价千万的人愿意想尽办法骗一个住在隔断人的机会以前总觉得老板控制我现在发现这才是我想要的他怎么不跟别人说这些呢他肯定是为我好穷我还年轻累应该的痛痛是因为我在成长
u283,0,,,大老王,male,最近三个月在准备节目好了很多没有那么焦虑了因为每天你会跟导演组对接感觉真上班了但是最触动的还是三个月前导演组给我打电话说大老王我们想做一档喜剧节目想做一个中国最好的喜剧综艺
u284,1,3.0,t a v ,大老王,male,自己pua自己你不能又当驴又当胡萝卜某种意义上现在也算创业是吧又当老板又当员工老板每天给老板给员工安排工作说大老王今天写的段子要求不高大概达到乔布斯做手机的影响力就够了员工起床我吗
u285,0,,,周奇墨,male,你看于祥宇就是杨笠说特别会打点大老王的段子他就不太打点他就是连成一片所以他讲这套段子他一定是现下演过而且挺好的挺炸的他觉得拿来演但是有的时候气氛就是这样就是像那个观众我其实挺佩服他的因为有的时候观众会形成一种沉默的螺旋嘛对吧就是演着点慢慢凉了然后哎觉得这个好笑但是哎没有人鼓掌了这个场子已经不行了观众有的时候就有点放弃的感觉对所以其实我觉得给大老王和那个观众一点掌声
u286,1,2.0,t a ,小北,male,我说有没有那种乌黑浓密的饮食法你知道吗然后我就看了一下那个地中海饮食法我不知道你们有没有试过啊有一个其中有一项就特别有意思她说你早上起来空腹喝一小杯的橄榄油神奇吧没听说过吧就喝一小杯橄榄油然后再吃点生菜在肚子里面搅拌一下我当时心想我说这沙拉非得分开吃吗啊我说这什么饮食方式啊我说这肚子跟个锅一样先喝口油呛呛锅我说怎么想的喝橄榄油我说那玩意能喝吗谁会喝那玩意啊我喝了
u287,0,,,杨笠,female,我今天有一个狠强烈的感受我突然意识到这么多年我看他演出不管赛制多么紧张的时候我都能放松下来就哪怕他PK我的时候我都能站台上真心地欣赏一会儿
u288,1,3.0,t a v,笼包,male,成年之后才来到了内地我认识了很多朋友然后我就发现一个问题就是我们大多数外地的朋友在认识一个新疆朋友的时候就他们会模仿他们脑海当中我们新疆人说话的口音就特别的诡异就是那种笼包你是新疆人哎呦新疆的朋友们啊真的第一次有人这么跟我说话的时候我只有一个想法我我说咱俩之间你更像个新疆人你像刚吃完烧烤过来的
u289,0,,,笼包,male,我我还因为这种口音事情发生一些好玩的误会大学开学的时候我舍友正在用这种腔调跟我说话的时候隔壁宿舍有个人来串门以为他是新疆的
u290,1,2.0,t a v ,笼包,male,就我不红我还特别讨厌网上那些网红餐厅我踩了太多雷我跟你说我人生当中最生气的一次我一个朋友带我去一个网红餐厅他说哎呦这家店开了20年我当时心想我说一家店能开20年不可能难吃的肯定有自己的东西就有人擅长做难吃的菜就有人喜欢吃这种难吃的东西
u291,0,,,笼包,male,不是记仇是因为我特别想得到别人的认可我觉得可能上次自己表演没有表演特别好所以我这次其实我在心里就想我一定要表演好让每一位老师都给我一票当我看到您是第一个给我的时候说实话那一刻我特别的开心
u292,1,3.0,t a v,詹鑫,male,十集之后俩人就结婚了就这种故事特别的离谱谁能信青春期的男孩会信也就是从那一天开始我听了巴赫
u293,0,,,朱丹,female,身为女性虽然做妻子做妈妈也让我感到很幸福但我还是很热爱我的工作因为工作的时候我才是作为朱丹被大家看到
u294,1,2.0,t a,朱丹,female,很开心能够来到喜剧之王单口记那这个赛季呢是主题赛一上来呢导演说给我介绍一下主题赛段的两个主题一个呢叫别人笑我太疯癫一个叫不上班你养我啊问你需要手卡吗嗯我说不用这都专业主持人了这还能记不住吗一集是不上班你太疯癫一集是别人你养我啊
u295,0,,,朱丹,female,我是真的很喜欢我的工作虽然时隔多年但是当我再次拿起话筒的时候我真的觉得我在发光希望你们也同样觉得
u296,1,3.0,t v,朱丹,female,很感谢周先生因为演员是不愿意过多在镜头前暴露自己的但是呢他为了我却愿意上这个类型的真人秀试问天底下还能有第二个人能够让他这样吗有张颂文张颂文一叫他就去人家那节目了我夹在他们俩中间就像个电灯泡一样那一刻我身上真的有光了
u297,0,,,周奇墨,male,感谢大家啊上来给后面的演员开个场我要不开场我都不玩这个谁玩这个但是开场很难啊所以我今天就尽力吧开好了对于后面的演员是个帮助啊开得不好呢就当对他们的一个历练吧啊如果没开好各位就接着帮我鼓励鼓励他们好不好
u298,1,3.0,t a v,周奇墨,male,我爸按照自己的经验就觉得人到老年还得靠子女所以他现在就劝我要孩子特别急啊动不动就跟我说你咋还不要个孩子啊都快四十了还不要孩子哎哟关键是我都没结婚啊他不在乎啊他现在比我前卫多了
u299,0,,,周奇墨,male,还有一个原因就是很多上市公司特别擅长炒概念讲故事啊比如之前元宇宙特别火的时候很多公司连个产品都没有只是粘上一点概念股价噌噌就上去了
u300,1,3.0,t v ,卡卡,male,然后我们这次的主题是不上班你养我呀啊我为了养自己七年前就来上海上班了那个时候住的还是青年旅社分上下铺当时只住得起上铺因为上铺比较便宜能吃苦的人都住上铺怪不得大家总说吃得苦中苦方为人上人这个上铺是要比下铺便宜一百块钱嘛
u301,0,,,卡卡,male,有时候我就感觉这个上铺就好像是我们年轻人刚来大城市的空间就是可以住但是你很难抬得起头来一想抬头吧就容易碰一鼻子灰
u302,1,3.0,t v,卡卡,male,有时候我就躺在上铺我就在想我离我真正想要的生活到底还有多远后面我终于通过自己的努力啊从青年旅社搬到了我梦寐以求的隔断房
u303,0,,,朱丹,female,讲的是平淡当中他会有一些小温馨因为我觉得他在跟自己对话我希望为你的那个我接纳我自己来给你投这样的一票然后我再祝福你等下一次离天花板近的時候不再是说碰一鼻子灰而是说我触摸他
u304,1,3.0,t a v,卡卡,male,我的嘴巴有点往前凸嘛小时候同桌老是攻击我导致我确实有点自卑但不知道为什么来到上海之后啊好多了因为我发现让我自卑的东西也太多了我自卑脱敏了凸嘴算个什么东西我饭都吃不上了你不会问街边一个饥肠辘辘的流浪汉说请问您现在最大的问题是容貌焦虑吗不可能的对吧
u305,0,,,郭麒麟,male,实话卡卡已经贡献了他来到这个舞台上这三个节目当中水平最高的一个我是觉得今天你是真正把你为什么能站在这个舞台是为什么能来的原因解释给大家了啊所以我觉得真真的挺好的
u306,1,3.0,t a v,刘旸,male,我们发展到现在我们已经不光是抢素材我们还抢去开放麦的共享单车只要能抢到别人就讲不了我们抢到什么地步各位说出来你可能不信真的我有一次亲眼看到黑灯为了赶开放麦骑上了一辆共享单车我们当场所有人不敢相信自己的眼睛除了黑灯
u307,0,,,刘旸,male,但是我之所以这么卷也是因为我坚信作为一个创作者持续创作就是他留在场上的唯一方式所以我希望我即使到一百岁的时候也在跟这帮演员朋友们比着赛着写段子
u308,1,2.0,t a v ,刘旸,male,但关键是在这个行业我如鱼得水各位因为我骑共享单车骑得快也有别人骑得快但我锁车锁得快也有人锁车快到我敢不锁车我就是这么卷我为了抢段子我被车撞了都没关系
u309,0,,,朱丹,female,还有一点就是我觉得你的一个比较特别是你知道因为刚才也尝试我说了一下就每次梗要来的时候其实有一些的脱口秀演员你能够微妙地感觉到他感觉快要抛梗了感觉那个气场真的凝凝凝凝嘣等待爆你特别就是了无痕迹就特别自然地在那讲讲然后一个个地在那爆爆爆爆爆就感觉说你笑不笑你随意我就在那就是特别的帅气和坦然我喜欢这个气场
u310,1,2.0,t a v,周奇墨,male,我觉得刘旸今天他那个发烧烧得恰到好处 因为你平时状态就很高嘛 能量很高 但今天因为你烧稍微有点焉 所以他一开始进入这个表演的状态 那个情感的浓度跟观众是非常接近的 你从这儿开始才慢慢升上去的
u311,0,,,南瓜,male,只是当时报节目全班没有一个人报名这个时候我同桌老师他会吹唢呐他会吹唢呐我老师哎呀你还会吹唢呐呀民间艺术来报上好好表现就给我报了
u312,1,3.0,t a v ,南瓜,male,小时侯活动还挺多的做什么手工作业比赛我喜欢去动手我努力认真地去做每次拿不到名次后来发现那些其他同学都让父母帮忙做的我说找父母这不是作弊耍赖吗那回去我也找我爸我找我爸我爸做的就太专业了他做那白事上纸扎的房子太好看了我当时随便拿的一个带到学校都是降维打击我看着同学们羡慕的样子我不要用你爸的业余挑战我爸的专业
u313,0,,,郭麒麟,male,我是觉得他创作能力真的挺好的因为你第一次讲的是你之前参加工作的故事第二次还是讲的外面小时候的故事我就很担心你不够新鲜后边老讲这一件事会觉得没意思但是今天你讲的这个又切合自己家庭的实际然后整个杨老师也说了包袱密度非常大所以我觉得挺好
u314,1,3.0,t v,南瓜,male,那种纸扎的东西还挺多的我现在在上海送外卖我经常会在路上遇到一些超跑豪车从我面前过去说实话我也不太羡慕家里什么都有我家还有四合院还有私人飞机我知道那些东西我早晚有一天我能用上
u315,0,,,朱丹,female,因为我觉得那个那个口音加那个节奏很可爱你有一个自己的律动但是那个律动里面也很自然所以我就会一直跟着你的律动走然后基本上两个律动就会出來一个包袱就是它很密很自然
u316,1,3.0,a v ,小罗,male,我本来想我环球旅游吧我是无聊那我就当环球旅游了吧但是你知道吧这不是你决定的航线公司不知道为什么就一直派我去非洲就一直派我去我本来也有一些航海梦想想要致敬各路伟大的航海家但我感觉我一直在致敬郑和我天天待在南半球我感觉我头上的旋儿都反了
u317,0,,,小罗,male,我做实习生的时候反正还是有很强烈的航海梦想但我发现那些老船员就是他们完全对这些一切都非常的麻木他们觉得这个什么航海就是上班他们觉得一切都很麻木见怪不怪
u318,1,2.0,t a v ,小罗,male,会在船舷边上放一個那种稻草人假裝有一个人在那里瞭望我说都这种时候了咱就放一个人在那边会怎么样呢你放个稻草人在那你防海盜还是防海鸥啊而且你就说稻草人没有成本那你要放你就放一排嘛你就放一排稻草人万一海盜读过兵法对吧他一看哇草船借箭
u319,0,,,小罗,male,我最后一个航次大概有跟几个实习生在国外靠了一个港口然后下地之后他们跟我一起下地我说你们准备去哪里玩他们说三副我在网上查了一个沙滩我觉得很不错
u320,1,3.0,t a v,小罗,male,就很淡定船长就很淡定他就说哎呀不要急嘛到时候就打到了嘛我说这怎么让子弹飞啊现在啊什么叫到到时候到什么到30年后子弹正中眉心啊我说你这个枪厉害了你这个枪打出来子弹延时效果的啊你这什么弹道啊你这个弹道是虽迟弹道吗
u321,0,,,朱丹,female,没有我都能夠想到他难得从那个七个月之后然后回到陆地上进一个酒吧之后然后在那坐着然后侃侃聊那些海上故事時候哇身边得围满人呢
u322,1,3.0,t a ,小罗,male,但是西非那边的海盗它不是那种很吓人的海盗它是那种冷兵器海盗他他的工作模式是半夜偷偷到你的船边如果你没有发现他他就会上来抢你的东西但如果你发现他了他就会假装自己是在捕鱼他这个工作模式很特别我们一般是上班摸鱼很怕被发现他们是一被发现就开始摸鱼
u323,0,,,笼包,male,非常开心能够走到这一轮我其实内心是非常知足的讲了三篇稿子然后很知足了非常感谢四位老友一直给我改稿非常感谢你们也非常感谢这么多选手我们一起走到这一步不能陪你们接下来走了希望你们继续努力然后讲更好的段子奉献给咱们的观众
u324,1,3.0,t a ,小罗,male,你久而久之你会发现他们一开始只是七八个人钓上来三只秋刀鱼的但是他们每天来每天来每天都抢不到东西每天又开始捕鱼他们捕上的鱼越来越多我到了进港前他们看每天有时候能钓出十几条秋刀鱼上来真的到进港前他们有些不怎么来了可能是发现就是做就是补鱼可能比做海盗挣钱我觉得这是一个很正能量的结局对吧就是授人以鱼不如授人以渔
u325,0,,,杨笠,female,看小罗演出我真的会觉得这个文本的选手我们类型的选手越来越难了就有点势单力孤的意思不知道是从谁开始可能周奇墨吧大家就开始都特别会表演然后我就感觉观众看惯了表演因为表演给的更直接但就是有的朋友会更擅长什么有的朋友更更擅长某一方面然后可能表演的东西大家比赛就会越来越爱写表演因为表演写的快
u326,1,3.0,t a v ,付航,male,因为如果我拿不到签名等于我自发来这儿捐了一个肉夹馍娱乐圈太黑暗了连假粉丝都骗我我成真粉丝了
u327,0,,,杨笠,female,对但我要解释一下啊我有认真地写我在台上说没认真写都是开玩笑的啊就是想其实是想帮大家把场子热得热一些的
u328,1,3.0,a t v,杨笠,female,紧张哈我反正是不紧张对我今天我不比赛了嘛就是简简单单开个场你说省得原来每次演完都有弹幕说演成这样还能这么高的票就是靠名气吧不装了就是靠名气才来这个节目的跟蒋龙一样
u329,0,,,于祥宇,male,史妍姐举的也是三我以为是剩史妍姐和唐香玉要选开场和三因为史妍姐的字可能稍微小一点
u330,1,3.0,t v ,周奇墨,male,哎身为周奇墨我很抱歉你讲成什么样我都支持你啊
u331,0,,,于祥宇,male,现在真的是想卖点力气都难我不知道你们看到没有今年还有很多公司直接撕应届生offer就是春招秋招给应届生发了offer临入职了毁约说这个岗位没有了你去找别的活吧我觉得这不纯耽误人嘛你这个点让人上哪找活去
u332,1,3.0,t a v ,于祥宇,male,毕业的时候辅导员还劝我乐观一点说祥宇你暂时找不到工作这个事呢他有好处你就可以刚好保留应届生干净的身份我光有这个身份有啥用啊同学聚会人家说我现在在大厂上班五险一金顶格说那怎么了我可是应届生你已经跟资本同流合污了我还是清清白白有些人活着他已经死了而我就算饿死我也是应届生
u333,0,,,于祥宇,male,那么讨厌的哲学突然觉得说让它变得生动有趣起来你能把剩余价值那样解读突然间我对你们队充满了期待第一个冠军现在已经出现了
